真打 吉宗	2001	1,604	5,283	110.1%
真打 吉宗	2002	-1,891	2,975	78.8%
真打 吉宗	2003	-999	1,923	82.7%
真打 吉宗	2004	0	1,792	100%
真打 吉宗	2005	4,203	2,307	160.7%
真打 吉宗	2006	-1,390	1,661	72.1%
真打 吉宗	2007	-899	2,920	89.7%
真打 吉宗	2008	-1,897	1,418	55.4%
真打 吉宗	2009	508	4,274	104%
真打 吉宗	2010	-1,595	1,307	59.3%
L無職転生～異世界行ったら本気だす～	2011	-895	1,484	79.9%
L無職転生～異世界行ったら本気だす～	2012	8,390	3,921	171.3%
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。	2013	-1,499	2,420	79.4%
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。	2014	-1,591	3,899	86.4%
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。	2015	4,791	5,751	127.8%
機種	台番	差枚	G数	出率
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2016	105	1,393	102.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2017	-1,190	3,488	88.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2018	2,008	4,251	115.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2019	-1,393	4,269	89.1%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2020	-595	5,743	96.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2021	102	3,450	101%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2022	-896	3,806	92.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2023	-2,880	5,480	82.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2024	307	1,305	107.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2025	207	2,821	102.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2026	-1,299	1,296	66.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2027	1,407	3,933	111.9%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2028	-1,092	4,938	92.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2029	4,322	3,643	139.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2030	305	1,140	108.9%
機種	台番	差枚	G数	出率
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2031	0	3,167	100%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2032	10,835	2,963	221.9%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2033	-692	1,250	81.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2034	-2,994	3,721	73.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2035	-1,396	1,817	74.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2036	302	4,152	102.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2037	5,485	4,312	142.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2038	-2,199	2,332	68.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2039	110	5,355	100.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2040	-1,495	3,237	84.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2041	404	5,287	102.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2042	-794	1,770	85%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2043	303	4,717	102.1%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2044	-99	849	96.1%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2045	-1,104	5,630	93.5%
機種	台番	差枚	G数	出率
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2046	-695	1,413	83.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2047	-1,093	2,188	83.3%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2048	604	4,080	104.9%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2049	1,406	2,042	123%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2050	1,010	4,913	106.9%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2051	-1,299	2,589	83.3%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2052	3,506	3,598	132.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2053	-1,107	3,453	89.3%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2054	604	4,399	104.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2055	0	5,279	100%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2056	-1,594	4,085	87%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2057	901	5,547	105.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2058	-1,290	4,133	89.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2059	1,310	4,482	109.7%
Lスマスロ転生したらスライムだった件	2060	206	1,635	104.2%
機種	台番	差枚	G数	出率
Lスマスロ転生したらスライムだった件	2061	109	7,240	100.5%
Lスマスロ転生したらスライムだった件	2062	107	617	105.8%
スマスロ ゴッドイーター リザレクション	2063	1,310	5,066	108.6%
スマスロ ゴッドイーター リザレクション	2064	-1,696	2,593	78.2%
スマスロ ゴッドイーター リザレクション	2065	4,202	4,514	131%
スマスロとある科学の超電磁砲2	2066	-596	1,354	85.3%
スマスロとある科学の超電磁砲2	2067	6,714	4,969	145%
スマスロとある科学の超電磁砲2	2068	-592	3,713	94.7%
Lスマスロとある魔術の禁書目録	2069	602	2,222	109%
Lスマスロとある魔術の禁書目録	2070	8,732	5,812	150.1%
Lスマスロとある魔術の禁書目録	2071	-1,909	3,751	83%
Lスマスロとある魔術の禁書目録	2072	-2,198	4,194	82.5%
スロット ゾンビランドサガ	2073	-891	2,883	89.7%
スロット ゾンビランドサガ	2074	-1,498	3,916	87.2%
いざ！番長	2075	-599	651	69.3%
機種	台番	差枚	G数	出率
いざ！番長	2076	-2,104	6,136	88.6%
スマスロ とある魔術の禁書目録2	2077	-499	8,516	98%
スマスロ とある魔術の禁書目録2	2078	3,398	8,031	114.1%
スマスロ とある魔術の禁書目録2	2079	-4,509	7,931	81%
スマスロ とある魔術の禁書目録2	2080	1,287	8,773	104.9%
スマスロ とある魔術の禁書目録2	2081	909	8,908	103.4%
スマスロ とある魔術の禁書目録2	2082	2,614	7,556	111.5%
スマスロ とある魔術の禁書目録2	2083	-1,994	6,864	90.3%
スマスロ とある魔術の禁書目録2	2084	808	7,593	103.5%
スマスロ化物語	2085	5,215	3,640	147.8%
スマスロ化物語	2086	-891	1,224	75.7%
スマスロ化物語	2087	-2,193	2,339	68.7%
スマスロ化物語	2088	-2,790	7,768	88%
スロット ソードアート・オンラインⅡ	2089	-4,493	9,121	83.6%
スロット ソードアート・オンラインⅡ	2090	-2,904	8,983	89.2%
機種	台番	差枚	G数	出率
スロット ソードアート・オンラインⅡ	2091	3,701	9,454	113%
スロット ソードアート・オンラインⅡ	2092	3,102	10,402	109.9%
スロット ソードアート・オンラインⅡ	2093	703	8,342	102.8%
スロット ソードアート・オンラインⅡ	2094	-2,800	7,965	88.3%
スロット ソードアート・オンラインⅡ	2095	3,006	8,036	112.5%
スロット ソードアート・オンラインⅡ	2096	1,505	9,848	105.1%
スロット ソードアート・オンラインⅡ	2097	3,703	8,627	114.3%
スロット ソードアート・オンラインⅡ	2098	-4,891	8,390	80.6%
スロット ソードアート・オンラインⅡ	2099	-3,687	8,028	84.7%
Lソードアート・オンライン	2100	-491	1,261	87%
Lソードアート・オンライン	2101	-2,191	3,677	80.1%
Lソードアート・オンライン	2102	101	5,095	100.7%
Lソードアート・オンライン	2103	-890	1,365	78.3%
Lソードアート・オンライン	2104	-991	3,627	90.9%
L戦国乙女４　戦乱に閃く炯眼の軍師	2105	2,304	5,526	113.9%
機種	台番	差枚	G数	出率
L戦国乙女４　戦乱に閃く炯眼の軍師	2106	2,510	6,390	113.1%
L戦国乙女４　戦乱に閃く炯眼の軍師	2107	-399	4,862	97.3%
L戦国乙女5 業火を穿つ宿焔の双刃	2108	1,901	7,231	108.8%
L戦国乙女5 業火を穿つ宿焔の双刃	2109	-1,596	2,132	75%
L戦国乙女5 業火を穿つ宿焔の双刃	2110	4,318	7,578	119%
L戦国乙女5 業火を穿つ宿焔の双刃	2111	-2,707	4,300	79%
L戦国乙女5 業火を穿つ宿焔の双刃	2112	-2,796	8,148	88.6%
L戦国乙女5 業火を穿つ宿焔の双刃	2113	-3,397	7,291	84.5%
L戦国乙女5 業火を穿つ宿焔の双刃	2114	-1,595	8,462	93.7%
L戦国乙女5 業火を穿つ宿焔の双刃	2115	121	8,471	100.5%
L戦国乙女5 業火を穿つ宿焔の双刃	2116	-794	7,486	96.5%
L戦国乙女5 業火を穿つ宿焔の双刃	2117	-4,794	6,486	75.4%
L戦国乙女5 業火を穿つ宿焔の双刃	2118	-3,993	7,696	82.7%
L戦国乙女5 業火を穿つ宿焔の双刃	2119	4,206	7,045	119.9%
L戦国乙女5 業火を穿つ宿焔の双刃	2120	-5,009	6,489	74.3%
機種	台番	差枚	G数	出率
L戦国乙女5 業火を穿つ宿焔の双刃	2121	-397	8,151	98.4%
L戦国乙女5 業火を穿つ宿焔の双刃	2122	-3,594	6,589	81.8%
L戦国乙女5 業火を穿つ宿焔の双刃	2123	-707	5,211	95.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2124	1,716	3,886	114.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2125	208	2,259	103.1%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2126	-2,501	2,817	70.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2127	721	3,318	107.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2128	9,107	3,221	194.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2129	2,890	2,800	134.4%
L戦国乙女5 業火を穿つ宿焔の双刃	2130	-4,599	7,158	78.6%
L戦国乙女5 業火を穿つ宿焔の双刃	2131	1,891	7,960	107.9%
L戦国乙女5 業火を穿つ宿焔の双刃	2132	-1,882	5,830	89.2%
L戦国乙女5 業火を穿つ宿焔の双刃	2133	-2,992	6,122	83.7%
L戦国乙女5 業火を穿つ宿焔の双刃	2134	-1,199	6,941	94.2%
L戦国乙女5 業火を穿つ宿焔の双刃	2135	1,402	7,553	106.2%
機種	台番	差枚	G数	出率
L戦国乙女5 業火を穿つ宿焔の双刃	2136	7,404	9,461	126.1%
L戦国乙女5 業火を穿つ宿焔の双刃	2137	-2,901	6,150	84.3%
L戦国乙女5 業火を穿つ宿焔の双刃	2138	-395	8,242	98.4%
L戦国乙女5 業火を穿つ宿焔の双刃	2139	602	7,823	102.6%
L戦国乙女5 業火を穿つ宿焔の双刃	2140	1,910	8,476	107.5%
L戦国乙女5 業火を穿つ宿焔の双刃	2141	4,401	8,030	118.3%
L戦国乙女5 業火を穿つ宿焔の双刃	2142	308	7,920	101.3%
L戦国乙女5 業火を穿つ宿焔の双刃	2143	-1,998	5,087	86.9%
L戦国乙女5 業火を穿つ宿焔の双刃	2144	3,618	7,908	115.3%
L戦国乙女5 業火を穿つ宿焔の双刃	2145	-1,504	7,065	92.9%
L戦国乙女４　戦乱に閃く炯眼の軍師	2146	1,203	7,724	105.2%
L戦国乙女４　戦乱に閃く炯眼の軍師	2147	1,119	1,956	119.1%
L戦国乙女４　戦乱に閃く炯眼の軍師	2148	1,906	3,321	119.1%
L戦国乙女４　戦乱に閃く炯眼の軍師	2149	-91	3,343	99.1%
L戦国乙女４　戦乱に閃く炯眼の軍師	2150	-2,701	3,358	73.2%
機種	台番	差枚	G数	出率
Lソードアート・オンライン	2151	-95	837	96.2%
Lソードアート・オンライン	2152	409	2,329	105.9%
Lソードアート・オンライン	2153	1,809	4,118	114.6%
Lソードアート・オンライン	2154	-293	481	79.7%
Lソードアート・オンライン	2155	1,205	4,240	109.5%
スロット ソードアート・オンラインⅡ	2156	2,910	10,253	109.5%
スロット ソードアート・オンラインⅡ	2157	-4,895	8,894	81.7%
スロット ソードアート・オンラインⅡ	2158	-6,221	7,187	71.1%
スロット ソードアート・オンラインⅡ	2159	6,404	10,004	121.3%
スロット ソードアート・オンラインⅡ	2160	6,009	9,215	121.7%
スロット ソードアート・オンラインⅡ	2161	-5,477	9,239	80.2%
スロット ソードアート・オンラインⅡ	2162	-2,397	9,823	91.9%
スロット ソードアート・オンラインⅡ	2163	-3,797	8,025	84.2%
スロット ソードアート・オンラインⅡ	2164	11,273	9,592	139.2%
スロット ソードアート・オンラインⅡ	2165	3,316	8,772	112.6%
機種	台番	差枚	G数	出率
スロット ソードアート・オンラインⅡ	2166	-3,609	8,495	85.8%
スロット ソードアート・オンラインⅡ	2167	-2,090	8,845	92.1%
スロット ソードアート・オンラインⅡ	2168	1,405	9,963	104.7%
スマスロ化物語	2169	3,502	4,373	126.7%
スマスロ化物語	2170	-2,597	7,352	88.2%
スマスロ化物語	2171	-494	4,483	96.3%
スマスロ化物語	2172	-2,396	2,023	60.5%
スマスロ とある魔術の禁書目録2	2173	7,393	8,596	128.7%
スマスロ とある魔術の禁書目録2	2174	2,313	7,656	110.1%
スマスロ とある魔術の禁書目録2	2175	8,003	9,152	129.1%
スマスロ とある魔術の禁書目録2	2176	2,390	7,335	110.9%
スマスロ とある魔術の禁書目録2	2177	-5,087	6,740	74.8%
スマスロ とある魔術の禁書目録2	2178	10,039	8,986	137.2%
スマスロ とある魔術の禁書目録2	2179	-2,992	7,132	86%
スマスロ とある魔術の禁書目録2	2180	-6,480	7,498	71.2%
機種	台番	差枚	G数	出率
スマスロ とある魔術の禁書目録2	2181	-6,397	7,665	72.2%
スマスロ とある魔術の禁書目録2	2182	2,919	9,105	110.7%
スマスロ とある魔術の禁書目録2	2183	8,728	8,656	133.6%
スマスロ とある魔術の禁書目録2	2184	-4,898	8,173	80%
Lパチスロからくりサーカス2	3001	-2,393	3,684	78.3%
Lパチスロからくりサーカス2	3002	-290	508	81%
Lパチスロからくりサーカス2	3003	-197	587	88.8%
Lパチスロからくりサーカス2	3004	-1,798	5,101	88.3%
Lパチスロからくりサーカス2	3005	-1,306	5,345	91.9%
Lパチスロからくりサーカス2	3006	-1,691	2,005	71.9%
Lパチスロからくりサーカス2	3007	-2,193	1,973	62.9%
Lパチスロからくりサーカス2	3008	-2,304	1,550	50.5%
Lパチスロからくりサーカス2	3009	-1,292	1,465	70.6%
Lパチスロからくりサーカス2	3010	4,603	3,486	144%
スマスロ ミリオンゴッド-神々の軌跡-	3011	717	6,026	104%
機種	台番	差枚	G数	出率
スマスロ ミリオンゴッド-神々の軌跡-	3012	702	7,302	103.2%
スマスロ ミリオンゴッド-神々の軌跡-	3013	-498	993	83.3%
スマスロ ミリオンゴッド-神々の軌跡-	3014	7,889	6,828	138.5%
