真打 吉宗	2001	-895	3,207	90.7%
真打 吉宗	2002	-2,103	3,898	82%
真打 吉宗	2003	-691	1,954	88.2%
真打 吉宗	2004	-1,198	2,681	85.1%
真打 吉宗	2005	-1,599	3,945	86.5%
真打 吉宗	2006	-896	1,421	79%
真打 吉宗	2007	-1,299	3,455	87.5%
真打 吉宗	2008	-1,791	2,210	73%
真打 吉宗	2009	-1,905	3,029	79%
真打 吉宗	2010	-2,502	1,984	58%
L無職転生～異世界行ったら本気だす～	2011	-1,495	2,210	77.5%
L無職転生～異世界行ったら本気だす～	2012	-2,792	3,147	70.4%
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。	2013	-2,109	2,313	69.6%
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。	2014	-2,799	5,686	83.6%
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。	2015	-1,199	3,923	89.8%
機種	台番	差枚	G数	出率
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2016	-2,184	5,074	85.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2017	907	3,352	109%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2018	-1,508	4,909	89.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2019	-4,298	4,886	70.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2020	-1,596	2,815	81.1%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2021	3,311	4,476	124.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2022	-1,593	4,135	87.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2023	4,505	3,750	140%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2024	-699	4,488	94.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2025	1,406	4,100	111.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2026	-1,491	4,459	88.9%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2027	-2,686	5,115	82.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2028	5,221	3,432	150.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2029	-695	5,361	95.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2030	-3,690	6,182	80.1%
機種	台番	差枚	G数	出率
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2031	0	3,418	100%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2032	-3,610	5,965	79.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2033	10,028	2,106	258.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2034	-998	5,243	93.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2035	508	5,335	103.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2036	-2,191	3,247	77.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2037	-399	3,697	96.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2038	-493	3,885	95.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2039	-1,392	5,614	91.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2040	-2,803	3,905	76.1%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2041	-4,690	5,476	71.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2042	8,005	3,532	175.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2043	5,002	3,650	145.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2044	-297	5,436	98.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2045	-1,888	3,550	82.3%
機種	台番	差枚	G数	出率
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2046	-2,598	4,201	79.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2047	-2,691	4,721	81%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2048	710	5,061	104.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2049	-2,607	4,865	82.1%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2050	409	2,868	104.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2051	-796	4,405	94%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2052	401	4,671	102.9%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2053	-895	3,589	91.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2054	2,004	4,153	116.1%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2055	3,199	4,467	123.9%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2056	1,894	3,892	116.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2057	-2,996	4,827	79.3%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2058	6,312	3,424	161.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2059	4,303	4,542	131.6%
Lスマスロ転生したらスライムだった件	2060	-2,192	2,588	71.8%
機種	台番	差枚	G数	出率
Lスマスロ転生したらスライムだった件	2061	603	6,309	103.2%
Lスマスロ転生したらスライムだった件	2062	1,004	5,007	106.7%
スマスロ ゴッドイーター リザレクション	2063	105	3,928	100.9%
スマスロ ゴッドイーター リザレクション	2064	920	4,466	106.9%
スマスロ ゴッドイーター リザレクション	2065	3,910	5,008	126%
スマスロとある科学の超電磁砲2	2066	1,314	4,468	109.8%
スマスロとある科学の超電磁砲2	2067	5,489	6,261	129.2%
スマスロとある科学の超電磁砲2	2068	2,603	5,971	114.5%
Lスマスロとある魔術の禁書目録	2069	-1,690	3,839	85.3%
Lスマスロとある魔術の禁書目録	2070	-1,308	6,676	93.5%
Lスマスロとある魔術の禁書目録	2071	2,207	4,852	115.2%
Lスマスロとある魔術の禁書目録	2072	2,206	5,334	113.8%
スロット ゾンビランドサガ	2073	1,910	4,669	113.6%
スロット ゾンビランドサガ	2074	2,318	3,072	125.2%
いざ！番長	2075	3,820	4,572	127.9%
機種	台番	差枚	G数	出率
いざ！番長	2076	-1,790	2,913	79.5%
スマスロ とある魔術の禁書目録2	2077	-1,494	7,987	93.8%
スマスロ とある魔術の禁書目録2	2078	-2,797	8,773	89.4%
スマスロ とある魔術の禁書目録2	2079	-1,993	8,845	92.5%
スマスロ とある魔術の禁書目録2	2080	-3,095	7,155	85.6%
スマスロ とある魔術の禁書目録2	2081	-5,281	8,835	80.1%
スマスロ とある魔術の禁書目録2	2082	-2,498	7,503	88.9%
スマスロ とある魔術の禁書目録2	2083	2,392	7,645	110.4%
スマスロ とある魔術の禁書目録2	2084	5,220	9,205	118.9%
スマスロ化物語	2085	-6,088	7,137	71.6%
スマスロ化物語	2086	-593	5,082	96.1%
スマスロ化物語	2087	-891	2,930	89.9%
スマスロ化物語	2088	-193	4,695	98.6%
スロット ソードアート・オンラインⅡ	2089	-2,689	7,882	88.6%
スロット ソードアート・オンラインⅡ	2090	-2,091	7,822	91.1%
機種	台番	差枚	G数	出率
スロット ソードアート・オンラインⅡ	2091	-2,186	8,284	91.2%
スロット ソードアート・オンラインⅡ	2092	-5,596	9,187	79.7%
スロット ソードアート・オンラインⅡ	2093	5,806	8,227	123.5%
スロット ソードアート・オンラインⅡ	2094	6,602	7,868	128%
スロット ソードアート・オンラインⅡ	2095	-492	8,522	98.1%
スロット ソードアート・オンラインⅡ	2096	2,413	8,776	109.2%
スロット ソードアート・オンラインⅡ	2097	-1,098	9,722	96.2%
スロット ソードアート・オンラインⅡ	2098	-4,692	7,564	79.3%
スロット ソードアート・オンラインⅡ	2099	6,308	9,768	121.5%
Lソードアート・オンライン	2100	-2,101	5,192	86.5%
Lソードアート・オンライン	2101	3,502	5,054	123.1%
Lソードアート・オンライン	2102	1,210	4,795	108.4%
Lソードアート・オンライン	2103	-2,805	4,071	77%
Lソードアート・オンライン	2104	-196	3,955	98.3%
L戦国乙女４　戦乱に閃く炯眼の軍師	2105	10,025	7,107	147%
機種	台番	差枚	G数	出率
L戦国乙女４　戦乱に閃く炯眼の軍師	2106	-2,307	3,127	75.4%
L戦国乙女４　戦乱に閃く炯眼の軍師	2107	9,599	6,842	146.8%
L戦国乙女5 業火を穿つ宿焔の双刃	2108	702	7,777	103%
L戦国乙女5 業火を穿つ宿焔の双刃	2109	-1,705	4,534	87.5%
L戦国乙女5 業火を穿つ宿焔の双刃	2110	-1,795	7,257	91.8%
L戦国乙女5 業火を穿つ宿焔の双刃	2111	-2,795	6,791	86.3%
L戦国乙女5 業火を穿つ宿焔の双刃	2112	1,901	8,170	107.8%
L戦国乙女5 業火を穿つ宿焔の双刃	2113	-2,198	7,676	90.5%
L戦国乙女5 業火を穿つ宿焔の双刃	2114	-493	7,189	97.7%
L戦国乙女5 業火を穿つ宿焔の双刃	2115	-5,282	6,268	71.9%
L戦国乙女5 業火を穿つ宿焔の双刃	2116	6,724	6,811	132.9%
L戦国乙女5 業火を穿つ宿焔の双刃	2117	-2,509	6,804	87.7%
L戦国乙女5 業火を穿つ宿焔の双刃	2118	3,613	7,541	116%
L戦国乙女5 業火を穿つ宿焔の双刃	2119	-5,905	7,902	75.1%
L戦国乙女5 業火を穿つ宿焔の双刃	2120	-8,104	7,219	62.6%
機種	台番	差枚	G数	出率
L戦国乙女5 業火を穿つ宿焔の双刃	2121	-197	7,621	99.1%
L戦国乙女5 業火を穿つ宿焔の双刃	2122	-2,705	5,495	83.6%
L戦国乙女5 業火を穿つ宿焔の双刃	2123	-2,993	6,548	84.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2124	-1,597	5,725	90.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2125	-2,701	5,386	83.3%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2126	-92	4,283	99.3%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2127	1,003	5,367	106.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2128	-897	4,668	93.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2129	-1,393	5,889	92.1%
L戦国乙女5 業火を穿つ宿焔の双刃	2130	-4,297	7,240	80.2%
L戦国乙女5 業火を穿つ宿焔の双刃	2131	-302	7,559	98.7%
L戦国乙女5 業火を穿つ宿焔の双刃	2132	-2,710	6,049	85.1%
L戦国乙女5 業火を穿つ宿焔の双刃	2133	-996	6,979	95.2%
L戦国乙女5 業火を穿つ宿焔の双刃	2134	-2,705	6,584	86.3%
L戦国乙女5 業火を穿つ宿焔の双刃	2135	5,291	6,468	127.3%
機種	台番	差枚	G数	出率
L戦国乙女5 業火を穿つ宿焔の双刃	2136	-2,307	5,602	86.3%
L戦国乙女5 業火を穿つ宿焔の双刃	2137	3,891	6,574	119.7%
L戦国乙女5 業火を穿つ宿焔の双刃	2138	-1,497	8,107	93.8%
L戦国乙女5 業火を穿つ宿焔の双刃	2139	-4,092	6,086	77.6%
L戦国乙女5 業火を穿つ宿焔の双刃	2140	3,506	8,105	114.4%
L戦国乙女5 業火を穿つ宿焔の双刃	2141	1,719	7,726	107.4%
L戦国乙女5 業火を穿つ宿焔の双刃	2142	1,808	7,319	108.2%
L戦国乙女5 業火を穿つ宿焔の双刃	2143	5,605	8,068	123.2%
L戦国乙女5 業火を穿つ宿焔の双刃	2144	-2,109	8,466	91.7%
L戦国乙女5 業火を穿つ宿焔の双刃	2145	-3,604	7,148	83.2%
L戦国乙女４　戦乱に閃く炯眼の軍師	2146	-1,596	4,365	87.8%
L戦国乙女４　戦乱に閃く炯眼の軍師	2147	4,505	6,644	122.6%
L戦国乙女４　戦乱に閃く炯眼の軍師	2148	-299	3,395	97.1%
L戦国乙女４　戦乱に閃く炯眼の軍師	2149	10,473	6,881	150.7%
L戦国乙女４　戦乱に閃く炯眼の軍師	2150	-1,097	4,454	91.8%
機種	台番	差枚	G数	出率
Lソードアート・オンライン	2151	-1,693	7,937	92.9%
Lソードアート・オンライン	2152	-1,591	6,226	91.5%
Lソードアート・オンライン	2153	3,005	6,273	116%
Lソードアート・オンライン	2154	-1,498	5,062	90.1%
Lソードアート・オンライン	2155	-2,394	5,781	86.2%
スロット ソードアート・オンラインⅡ	2156	2,604	8,392	110.3%
スロット ソードアート・オンラインⅡ	2157	4,509	9,978	115.1%
スロット ソードアート・オンラインⅡ	2158	-1,385	8,325	94.5%
スロット ソードアート・オンラインⅡ	2159	-4,197	7,949	82.4%
スロット ソードアート・オンラインⅡ	2160	-1,599	8,263	93.5%
スロット ソードアート・オンラインⅡ	2161	-3,381	8,576	86.9%
スロット ソードアート・オンラインⅡ	2162	12,142	9,044	144.8%
スロット ソードアート・オンラインⅡ	2163	-3,184	7,281	85.4%
スロット ソードアート・オンラインⅡ	2164	3,004	8,838	111.3%
スロット ソードアート・オンラインⅡ	2165	1,802	8,871	106.8%
機種	台番	差枚	G数	出率
スロット ソードアート・オンラインⅡ	2166	-2,103	8,142	91.4%
スロット ソードアート・オンラインⅡ	2167	-5,482	9,249	80.2%
スロット ソードアート・オンラインⅡ	2168	-7,193	9,131	73.7%
スマスロ化物語	2169	4,001	7,579	117.6%
スマスロ化物語	2170	2,718	7,022	112.9%
スマスロ化物語	2171	-1,295	6,894	93.7%
スマスロ化物語	2172	-3,802	5,471	76.8%
スマスロ とある魔術の禁書目録2	2173	-3,887	8,103	84%
スマスロ とある魔術の禁書目録2	2174	-2,104	7,340	90.4%
スマスロ とある魔術の禁書目録2	2175	-2,590	8,097	89.3%
スマスロ とある魔術の禁書目録2	2176	1,209	8,420	104.8%
スマスロ とある魔術の禁書目録2	2177	4,906	8,594	119%
スマスロ とある魔術の禁書目録2	2178	-4,791	7,026	77.3%
スマスロ とある魔術の禁書目録2	2179	-5,821	7,356	73.6%
スマスロ とある魔術の禁書目録2	2180	-5,202	7,985	78.3%
機種	台番	差枚	G数	出率
スマスロ とある魔術の禁書目録2	2181	3,502	8,060	114.5%
スマスロ とある魔術の禁書目録2	2182	-5,204	8,504	79.6%
スマスロ とある魔術の禁書目録2	2183	-2,691	7,669	88.3%
スマスロ とある魔術の禁書目録2	2184	7,902	7,835	133.6%
Lパチスロからくりサーカス2	3001	16,901	7,445	175.7%
Lパチスロからくりサーカス2	3002	-1,391	3,946	88.2%
Lパチスロからくりサーカス2	3003	2,207	6,198	111.9%
Lパチスロからくりサーカス2	3004	-3,186	5,832	81.8%
Lパチスロからくりサーカス2	3005	-1,096	2,022	81.9%
Lパチスロからくりサーカス2	3006	-1,497	2,876	82.6%
Lパチスロからくりサーカス2	3007	-1,594	2,341	77.3%
Lパチスロからくりサーカス2	3008	-3,991	3,340	60.2%
Lパチスロからくりサーカス2	3009	-1,193	5,072	92.2%
Lパチスロからくりサーカス2	3010	-1,997	3,250	79.5%
スマスロ ミリオンゴッド-神々の軌跡-	3011	-1,394	8,710	94.7%
機種	台番	差枚	G数	出率
スマスロ ミリオンゴッド-神々の軌跡-	3012	-1,395	1,316	64.7%
スマスロ ミリオンゴッド-神々の軌跡-	3013	-1,908	3,759	83.1%
スマスロ ミリオンゴッド-神々の軌跡-	3014	-3,883	5,454	76.3%
スマスロ ミリオンゴッド-神々の軌跡-	3015	199	7,251	100.9%
スマスロ ミリオンゴッド-神々の軌跡-	3016	-1,198	2,420	83.5%
スマスロ ミリオンゴッド-神々の軌跡-	3017	-2,194	6,574	88.9%
L南国育ち SPECIAL	3018	1,007	5,300	106.3%
L南国育ち SPECIAL	3019	2,615	8,242	110.6%
クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.	3020	1,302	4,434	109.8%
SHAKE BONUS TRIGGER	3021	2,005	5,796	111.5%
L不二子BT	3022	1,001	3,432	109.7%
A-SLOT+ ディスクアップ ULTRAREMIX	3023	-594	5,339	96.3%
A-SLOT+ ディスクアップ ULTRAREMIX	3024	-1,191	3,312	88%
A-SLOT+異世界かるてっとBT	3025	-494	2,870	94.3%
A-SLOT+異世界かるてっとBT	3026	3,001	4,764	121%
機種	台番	差枚	G数	出率
A-SLOT+異世界かるてっとBT	3027	709	2,967	108%
A-SLOT+異世界かるてっとBT	3028	-2,197	3,995	81.7%
スマスロ サンダーV	3029	-490	3,388	95.2%
スマスロ サンダーV	3030	1,403	4,127	111.3%
スマスロ ハナビ	3031	-797	1,420	81.3%
スマスロ ハナビ	3032	902	3,464	108.7%
スマスロ ハナビ	3033	1,001	5,129	106.5%
スマスロ ハナビ	3034	704	4,878	104.8%
ファンキージャグラー２ＫＴ	3035	301	5,438	101.8%
