真打 吉宗	2001	-194	5,999	98.9%
真打 吉宗	2002	5,390	6,988	125.7%
真打 吉宗	2003	-101	5,566	99.4%
真打 吉宗	2004	1,201	4,516	108.9%
真打 吉宗	2005	-3,601	5,352	77.6%
真打 吉宗	2006	-2,189	6,658	89%
真打 吉宗	2007	-3,609	4,961	75.8%
真打 吉宗	2008	801	4,271	106.3%
真打 吉宗	2009	-5,089	5,717	70.3%
真打 吉宗	2010	-2,710	6,694	86.5%
L無職転生～異世界行ったら本気だす～	2011	4,401	7,275	120.2%
L無職転生～異世界行ったら本気だす～	2012	410	6,265	102.2%
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。	2013	-292	5,696	98.3%
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。	2014	-2,192	5,648	87.1%
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。	2015	-1,998	4,239	84.3%
機種	台番	差枚	G数	出率
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2016	410	4,768	102.9%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2017	-3,189	4,527	76.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2018	-1,492	5,946	91.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2019	2,009	3,658	118.3%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2020	1,107	5,110	107.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2021	-1,297	4,578	90.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2022	3,001	5,170	119.3%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2023	-3,602	5,689	78.9%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2024	-1,998	4,829	86.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2025	-1,908	4,982	87.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2026	-3,684	4,964	75.3%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2027	-1,899	4,704	86.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2028	313	3,302	103.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2029	-593	5,248	96.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2030	-2,391	4,154	80.8%
機種	台番	差枚	G数	出率
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2031	504	5,023	103.3%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2032	-4,493	5,957	74.9%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2033	0	4,845	100%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2034	504	4,448	103.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2035	-2,307	4,632	83.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2036	7,287	3,293	173.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2037	208	4,986	101.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2038	-2,399	4,678	82.9%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2039	-905	5,263	94.3%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2040	-3,394	5,757	80.3%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2041	-1,199	4,170	90.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2042	4,705	3,533	144.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2043	-1,906	3,842	83.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2044	4,207	3,926	135.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2045	-1,701	4,474	87.3%
機種	台番	差枚	G数	出率
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2046	-1,290	4,695	90.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2047	3,315	3,395	132.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2048	-94	4,559	99.3%
