真打 吉宗	2001	-2,797	3,132	70.2%
真打 吉宗	2002	-394	2,550	94.8%
真打 吉宗	2003	-1,590	2,274	76.7%
真打 吉宗	2004	-1,993	2,773	76%
真打 吉宗	2005	1,103	2,584	114.2%
真打 吉宗	2006	892	4,058	107.3%
真打 吉宗	2007	-2,193	2,949	75.2%
真打 吉宗	2008	4,901	2,389	168.4%
真打 吉宗	2009	-1,198	2,368	83.1%
真打 吉宗	2010	-2,505	4,639	82%
L無職転生～異世界行ったら本気だす～	2011	-2,797	3,315	71.9%
L無職転生～異世界行ったら本気だす～	2012	-1,199	1,503	73.4%
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。	2013	-1,892	3,858	83.7%
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。	2014	-1,092	6,092	94%
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。	2015	-2,394	4,689	83%
機種	台番	差枚	G数	出率
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2016	-3,802	4,640	72.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2017	-1,697	3,050	81.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2018	619	5,089	104.1%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2019	4,101	4,346	131.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2020	3,007	4,506	122.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2021	0	1,843	100%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2022	2,808	4,352	121.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2023	2,917	4,096	123.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2024	5,804	3,724	152%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2025	-796	4,039	93.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2026	2,805	4,310	121.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2027	-1,994	5,390	87.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2028	310	4,667	102.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2029	307	2,750	103.7%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2030	4,093	3,662	137.3%
機種	台番	差枚	G数	出率
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2031	-899	1,880	84.1%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2032	-1,707	4,915	88.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2033	8,115	4,280	163.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2034	5,603	3,824	148.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2035	-1,504	3,688	86.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2036	1,501	4,086	112.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2037	1,199	4,901	108.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2038	-2,195	4,817	84.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2039	1,803	4,410	113.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2040	0	3,352	100%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2041	10,005	2,792	219.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2042	1,603	4,379	112.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2043	-1,704	3,886	85.4%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2044	6,492	3,787	157.1%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2045	0	2,018	100%
機種	台番	差枚	G数	出率
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2046	2,508	4,984	116.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2047	-498	990	83.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2048	401	4,239	103.2%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2049	-1,596	3,556	85%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2050	-1,690	1,931	70.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2051	3,621	5,121	123.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2052	6,630	3,757	158.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2053	3,001	4,005	125%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2054	-895	926	67.8%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2055	-905	4,099	92.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2056	518	4,922	103.5%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2057	-994	2,348	85.9%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2058	3,398	5,008	122.6%
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝	2059	-1,896	1,877	66.3%
Lスマスロ転生したらスライムだった件	2060	-1,894	3,000	79%
機種	台番	差枚	G数	出率
Lスマスロ転生したらスライムだった件	2061	1,109	6,899	105.4%
Lスマスロ転生したらスライムだった件	2062	-691	1,384	83.4%
スマスロ ゴッドイーター リザレクション	2063	4,203	2,327	160.2%
スマスロ ゴッドイーター リザレクション	2064	-1,907	3,142	79.8%
スマスロ ゴッドイーター リザレクション	2065	607	2,600	107.8%
スマスロとある科学の超電磁砲2	2066	2,717	2,220	140.8%
スマスロとある科学の超電磁砲2	2067	-594	3,235	93.9%
スマスロとある科学の超電磁砲2	2068	-693	1,634	85.9%
Lスマスロとある魔術の禁書目録	2069	5,798	8,117	123.8%
Lスマスロとある魔術の禁書目録	2070	3,617	6,860	117.6%
Lスマスロとある魔術の禁書目録	2071	5,294	7,102	124.8%
Lスマスロとある魔術の禁書目録	2072	2,515	7,893	110.6%
スロット ゾンビランドサガ	2073	1,918	3,168	120.2%
